,input,input,input,output
,ddx,ddy,rrotz,acc_nlcr
0,23.900466918945312,48.06587219238281,0,0.003139839
1,95.79309844970705,110.385498046875,0,0.002647817
2,139.95594787597656,81.63417053222656,0,0.002639291
3,76.21998596191406,144.2000732421875,0,0.003099219
4,49.28186798095703,65.19485473632812,0,0.002910681
5,119.1591796875,127.86734008789062,0,0.002504242
6,98.32398223876952,33.579437255859375,0,0.002428253
7,36.60346984863281,96.00611114501952,0,0.003053752
8,44.38180160522461,67.8583984375,0,0.002950754
9,108.06320190429688,130.54425048828125,0,0.002492148
10,127.88469696044922,38.19419860839844,0,0.0023652
11,56.04661560058594,100.6380615234375,0,0.002928431
12,69.7657470703125,23.88729858398437,0,0.002266015
13,131.43170166015625,86.19358825683594,0,0.002522077
14,86.25131225585938,51.59812927246094,0,0.002429526
15,16.42854881286621,114.14688873291016,0,0.002805704
16,19.20478057861328,57.90353393554688,0,0.003033661
17,83.47731018066406,120.47683715820312,0,0.002725747
18,136.78073120117188,25.311559677124023,0,0.002699992
19,64.41499328613281,87.63905334472656,0,0.002824697
20,60.83624649047852,39.69499206542969,0,0.002430385
21,123.09333038330078,102.12905883789062,0,0.00244446
22,111.39881896972656,74.23985290527344,0,0.002630155
23,41.04841613769531,136.9202117919922,0,0.002992658
24,31.30826187133789,31.156681060791016,0,0.003137117
25,103.6174545288086,93.60792541503906,0,0.002608986
26,116.3296356201172,59.84407424926758,0,0.002379212
27,52.11364364624024,122.5377960205078,0,0.002986535
28,72.94214630126953,76.23785400390625,0,0.002775619
29,143.23602294921875,138.79400634765625,0,0.002706535
30,90.9461898803711,45.59709930419922,0,0.002420885
31,28.745635986328125,107.9112548828125,0,0.002966073
32,29.30373954772949,80.00357055664062,0,0.003208814
33,89.50086975097656,142.32534790039062,0,0.002488719
34,142.8360595703125,50.097389221191406,0,0.002381295
35,74.48224639892578,112.6611557006836,0,0.002819705
36,54.701602935791016,35.179893493652344,0,0.002713403
37,112.85155487060548,97.85071563720705,0,0.002549105
38,101.18875122070312,63.13319396972656,0,0.002411358
39,34.88199615478516,125.5615463256836,0,0.002891354
40,41.6288948059082,36.407325744628906,0,0.002897097
41,109.92815399169922,99.09532928466795,0,0.002527883
42,122.60862731933594,70.22190856933594,0,0.002623453
43,62.46604537963867,132.66363525390625,0,0.003079265
44,67.02818298339844,53.416141510009766,0,0.002476161
45,133.28038024902344,115.72076416015624,0,0.002411713
46,80.95877838134766,21.55492210388184,0,0.002272901
47,22.86337852478028,84.10535430908203,0,0.003360305
48,18.006305694580078,26.946348190307617,0,0.003531021
49,85.81758880615234,89.51798248291016,0,0.002704658
50,130.01220703125,55.8762092590332,0,0.00232339
51,70.29412841796875,118.20538330078124,0,0.002872589
52,59.65410614013672,72.6359634399414,0,0.002849155
53,125.4183349609375,135.07217407226562,0,0.002491951
54,104.6148452758789,41.753211975097656,0,0.002433431
55,46.943939208984375,104.43142700195312,0,0.002963066
56,38.20348358154297,61.62775421142578,0,0.002956072
57,97.8650360107422,124.07733917236328,0,0.00257473
58,117.65482330322266,28.78997230529785,0,0.002476583
59,49.90007019042969,91.48535919189452,0,0.002950706
60,79.85283660888672,43.78352355957031,0,0.00240807
61,137.46719360351562,106.3418197631836,0,0.002289162
62,92.25503540039062,78.57466125488281,0,0.002687829
63,26.547344207763672,140.88668823242188,0,0.002868909
64,25.247777938842773,64.495849609375,0,0.003113659
65,93.5549774169922,127.0674819946289,0,0.002592695
66,138.7672119140625,33.85540008544922,0,0.002519568
67,78.55320739746094,96.18456268310548,0,0.002711007
68,50.631195068359375,50.68000030517578,0,0.002854098
69,116.9230728149414,113.11621856689452,0,0.002526495
70,97.13322448730467,79.36756896972656,0,0.002667623
71,38.934669494628906,142.0457763671875,0,0.002989727
72,45.70034790039063,20.171056747436523,0,0.002680174
73,105.8578109741211,82.62063598632812,0,0.002625095
74,126.66123962402344,54.716087341308594,0,0.002336651
75,58.41057586669922,117.4114761352539,0,0.002953587
76,71.08233642578125,69.64479064941406,0,0.002777619
77,129.224365234375,132.20309448242188,0,0.002517125
78,85.0298080444336,37.05311965942383,0,0.002387477
79,18.79446029663086,99.3651351928711,0,0.003164774
