,input,input,input,output
,ddx,ddy,CTE2,acc_nlcr
0,92.02811896801,81.8099011480808,2.80768222808838E-05,0.0007214072
1,92.02811896801,81.8099011480808,2.53354796469212E-05,0.000748203
2,139.29193675518,81.8099011480808,2.80768222808838E-05,0.0006894463
3,92.02811896801,30.4127796366811,2.80768222808838E-05,0.000703776
4,139.29193675518,30.4127796366811,2.53354796469212E-05,0.0007222678
5,74.5904091000557,128.11036080122,3.070495480299E-05,0.0007443009
6,74.5904091000557,128.11036080122,3.58954823613167E-05,0.0007295488
7,29.8729810863733,128.11036080122,3.070495480299E-05,0.0007963121
8,74.5904091000557,101.728376448154,3.070495480299E-05,0.0007336625
9,29.8729810863733,101.728376448154,3.58954823613167E-05,0.0008248929
10,129.50488448143,36.4967384189367,3.42340220212936E-05,0.0006647026
11,129.50488448143,36.4967384189367,2.2886270403862E-05,0.0007398922
12,63.7642613053322,36.4967384189367,3.42340220212936E-05,0.0006659861
13,129.50488448143,134.337787032127,3.42340220212936E-05,0.0006673105
14,63.7642613053322,134.337787032127,2.2886270403862E-05,0.0009120641
15,16.8007632996887,83.5830014944077,2.09826956689358E-05,0.001128964
16,16.8007632996887,83.5830014944077,2.98572233319283E-05,0.0009782575
17,84.8491382598877,83.5830014944077,2.09826956689358E-05,0.0008217838
18,16.8007632996887,63.0213324725628,2.09826956689358E-05,0.0009191458
19,84.8491382598877,63.0213324725628,2.98572233319283E-05,0.0006941562
20,126.254290938377,132.346656620502,2.3437312528491E-05,0.000718667
21,126.254290938377,132.346656620502,3.12182140350342E-05,0.0006614822
22,102.787938714027,132.346656620502,2.3437312528491E-05,0.0007123292
23,126.254290938377,39.8884252458811,2.3437312528491E-05,0.0007342021
24,102.787938714027,39.8884252458811,3.12182140350342E-05,0.0006904792
25,44.3948148190975,54.1354012489319,3.56282128095627E-05,0.0007583792
26,44.3948148190975,54.1354012489319,2.15876026898622E-05,0.000887185
27,50.2063354849815,54.1354012489319,3.56282128095627E-05,0.000746175
28,44.3948148190975,95.4570662975311,3.56282128095627E-05,0.0007902648
29,50.2063354849815,95.4570662975311,2.15876026898622E-05,0.0008867185
30,103.246198892593,110.47169983387,3.03747859597206E-05,0.00067638
31,103.246198892593,110.47169983387,3.40617747306824E-05,0.0006669947
32,43.4904617071152,110.47169983387,3.03747859597206E-05,0.000798128
33,103.246198892593,125.350308120251,3.03747859597206E-05,0.0006613933
34,43.4904617071152,125.350308120251,3.40617747306824E-05,0.0007972423
35,55.2157652378082,33.0462450906634,2.4561226606369E-05,0.0007714252
36,55.2157652378082,33.0462450906634,2.72233384251594E-05,0.0007422666
37,121.420533657074,33.0462450906634,2.4561226606369E-05,0.0007487227
38,55.2157652378082,69.7810356318951,2.4561226606369E-05,0.000823137
39,121.420533657074,69.7810356318951,2.72233384251594E-05,0.0007095892
40,142.224124670029,99.869955778122,2.55689077079296E-05,0.0006167898
41,142.224124670029,99.869955778122,2.00048364754766E-05,0.0006772157
42,17.5801320374012,99.869955778122,2.55689077079296E-05,0.0009156859
43,142.224124670029,55.9386876225472,2.55689077079296E-05,0.000701106
44,17.5801320374012,55.9386876225472,2.00048364754766E-05,0.0009351505
45,27.4411437660456,20.2061957493424,2.92493603229523E-05,0.0008441385
46,27.4411437660456,20.2061957493424,3.26888384819031E-05,0.0008196847
47,135.159234404564,20.2061957493424,2.92493603229523E-05,0.0007431131
48,27.4411437660456,142.879549860954,2.92493603229523E-05,0.000806537
49,135.159234404564,142.879549860954,3.26888384819031E-05,0.000704794
50,86.2756794691086,143.439602553844,3.67437346577644E-05,0.000646479
51,86.2756794691086,143.439602553844,2.81836755871773E-05,0.0006740173
52,89.0492224693298,143.439602553844,3.67437346577644E-05,0.0006341989
53,86.2756794691086,109.295603334904,3.67437346577644E-05,0.0006980979
54,89.0492224693298,109.295603334904,2.81836755871773E-05,0.000715121
